,freqs,ampl_over_asd,phi_inj,phi_ppe_map,phi_npe_map,phi_ppe_post_gr,phi_ppe_post_mod,phi_ppe_post,phi_npe_post_gr,phi_npe_post_mod,phi_npe_post
238,21.397967346156044,2.6408428128665055e+21,-148.16393001047416,-67.92228716611267,-146.9202279677657,-77.3525898400574,-67.79108522259035,-145.14367506264776,-59.77864607729137,-85.01263525032373,-144.79128132761508
239,21.466470318113142,2.6483106775540936e+21,-147.25163856991432,-67.41761044995937,-145.97381718864935,-76.95159419212246,-67.28738336415717,-144.23897755627962,-59.48420365464549,-84.40639815407646,-143.89060180872195
240,21.535192593945737,2.6557903454548494e+21,-146.34520292682467,-66.91668358674033,-145.03350999842166,-76.55270292842383,-66.78742411526268,-143.3401270436865,-59.191288566494734,-83.8044886252588,-142.99577719175352
241,21.604134875728352,2.6632233289213647e+21,-145.44458422073293,-66.41947871426848,-144.09926015777287,-76.15590499387743,-66.2911796675397,-142.44708466141714,-58.899892815054784,-83.20687570845283,-142.1067685235076
242,21.673297867783063,2.6706622832154923e+21,-144.54974385601417,-65.92596817737876,-143.17105225359973,-75.76118939179736,-65.79862241924333,-141.55981181104067,-58.61000844473904,-82.61350987498982,-141.22351831972884
243,21.742682276686807,2.678091333621514e+21,-143.66064350004754,-65.43612452638958,-142.2488554596957,-75.36854518358915,-65.30972497371502,-140.67827015730415,-58.321627541937254,-82.02440350703694,-140.3460310489742
244,21.812288811278492,2.685489111679842e+21,-142.77724508138505,-64.94992051557628,-141.33262353675104,-74.97796148843902,-64.8244601378593,-139.80242162629833,-58.03474223479136,-81.43948231159112,-139.4742245463825
245,21.882118182666314,2.6928979103169847e+21,-141.89951078793507,-64.46732910165564,-140.42227941924946,-74.58942748301111,-64.342800920631,-138.9322284036421,-57.749344692975704,-80.85872152431799,-138.6080662172937
246,21.952171104234967,2.7002693670464373e+21,-141.02740306515656,-63.98832344228169,-139.51782310719102,-74.20293240114198,-63.86472053153417,-138.06765293267614,-57.46542712747719,-80.28210257196677,-137.74752969944396
247,22.022448291653006,2.707635959388232e+21,-140.16088461426799,-63.5128768945524,-138.61922377436915,-73.81846553354032,-63.39019237913142,-137.20865791267175,-57.18298179037705,-79.70960069020313,-136.8925824805802
248,22.092950462880058,2.7150019336958095e+21,-139.29991839046835,-63.040963013528426,-137.72643518147407,-73.43601622748575,-62.9191900695658,-136.35520629705155,-56.90200097463616,-79.1411725414419,-136.04317351607807
249,22.163678338174257,2.7223260792080763e+21,-138.44446760116904,-62.57255555076143,-136.83934943678307,-73.05557388652775,-62.451687405091675,-135.50726129161944,-56.6224770138749,-78.5768243167667,-135.19930133064162
250,22.234632640099527,2.7296601708686035e+21,-137.59449570424167,-62.107628452834824,-135.95802819270915,-72.67712797019047,-61.987658382618484,-134.66478635280896,-56.344402282160985,-78.01647553209084,-134.3608778142518
251,22.305814093532987,2.7369665394496866e+21,-136.74996640627543,-61.6461558599142,-135.08240979683924,-72.30066799367762,-61.52707719226393,-133.82774518594155,-56.067769193795655,-77.46012618741432,-133.52789538121
252,22.377223425672373,2.7442572975092804e+21,-135.91084366084743,-61.18811210430914,-134.21244800986364,-71.92618352757577,-61.06991821591854,-132.9961017434943,-55.792570203100176,-76.9077391362356,-132.70030933933577
253,22.448861366043467,2.75155650948361e+21,-135.07709166680604,-60.733471709045375,-133.34809659247253,-71.55366419756194,-60.61615602582057,-132.16982022338252,-55.518797804204915,-76.35928961422033,-131.87808741842525
254,22.520728646507525,2.758802965109088e+21,-134.2486748665652,-60.282209386447924,-132.48932471845947,-71.18309968411504,-60.165765383141974,-131.348865067257,-55.24644453083987,-75.8147714302849,-131.0612159611248
255,22.592826001268747,2.766058835127113e+21,-133.42555794441242,-59.83430003673465,-131.6361015616179,-70.81447972222458,-59.718721236584464,-130.53320095880903,-54.975502956124444,-75.27411648250984,-130.24961943863428
256,22.66515416688185,2.77329630976035e+21,-132.60770582482698,-59.3897187466197,-130.7883654695348,-70.44779410110026,-59.27499872098596,-129.7227928220862,-54.705965692358035,-74.73732477089513,-129.44329046325316
257,22.7377138822595,2.780507018821116e+21,-131.7950836708109,-58.94844078792831,-129.9461164422102,-70.08303266388985,-58.834573155937804,-128.91760581982766,-54.43782539081767,-74.20434676677205,-128.64217215758973
258,22.81050588867989,2.7877265046631036e+21,-130.98765688223227,-58.51044161622129,-129.10933906654083,-69.72018530739085,-58.39742004441199,-128.11760535180284,-54.17107474154581,-73.67517008797343,-127.84624482951924
259,22.88353092979438,2.7949005869625597e+21,-130.18539109417827,-58.07569686942947,-128.2779408639072,-69.35924198176886,-57.96351507139835,-127.32275705316721,-53.9057064731513,-73.1497761612485,-127.0554826343998
260,22.956789751634986,2.802074055025669e+21,-129.38825217532266,-57.64418236649911,-127.45190642120598,-69.00019269027403,-57.53283410255238,-126.5330267928264,-53.641713352601094,-72.62814022226287,-126.26985357486396
261,23.03028310262206,2.8092383903315515e+21,-128.59620622630246,-57.215874106046776,-126.63121261878234,-68.64302748896073,-57.10535318285289,-125.7483806718136,-53.37908818502176,-72.11021274234785,-125.48930092736961
262,23.104011733571973,2.8163652322124e+21,-127.80921957810698,-56.790748265024064,-125.81581321732654,-68.28773648641109,-56.68104853526919,-124.96878502168028,-53.117823813494724,-71.59596895716908,-124.7137927706638
263,23.177976397704697,2.8234999040013595e+21,-127.02725879047854,-56.36878119739298,-125.00566968408039,-67.93430984345426,-56.25989655943912,-124.19420640289337,-52.85791311885714,-71.08539648455935,-123.9433096034165
264,23.25217785065156,2.830598368440396e+21,-126.2502906503242,-55.94994943281044,-124.20073577973415,-67.5827377728897,-55.84187383035605,-123.42461160324575,-52.59934901950168,-70.57845817801714,-123.17780719751883
265,23.32661685046294,2.8376853285513666e+21,-125.47828217013806,-55.53422967532301,-123.40103462394272,-67.23301053921668,-55.42695709706607,-122.65996763628274,-52.34212447118009,-70.07516022862603,-122.41728469980612
266,23.401294157616057,2.8447719892794815e+21,-124.71120058643604,-55.12159880207076,-122.6064891511898,-66.88511845835829,-55.01512328137457,-121.90024173973286,-52.086232466804105,-69.57542834338295,-121.66166081018706
267,23.47621053502266,2.8518107273921823e+21,-123.94901335820023,-54.712033862001654,-121.81707624182053,-66.53905189738849,-54.606349476562805,-121.1454013739513,-51.831666036247235,-69.0792563312043,-120.91092236745155
268,23.55136674803691,2.858856052630235e+21,-123.19168816533572,-54.3055120745946,-121.0327419499735,-66.1948012742655,-54.20061294611363,-120.39541422037914,-51.578418246155984,-68.5866256188393,-120.16504386499528
269,23.62676356446312,2.8658744714265855e+21,-122.43919290713733,-53.90201082859267,-120.25349398220035,-65.85235705755956,-53.79789112244709,-119.65024818000666,-51.32648219974904,-68.09751144195361,-119.42399364170265
270,23.702401754563645,2.8728705195728034e+21,-121.69149570076682,-53.50150768074512,-119.47927068608809,-65.51170976618849,-53.39816160566494,-118.90987137185343,-51.07585103662685,-67.61187665404569,-118.68772769067255
271,23.77828209106674,2.87987294682107e+21,-120.94856487974253,-53.10398035455939,-118.71004123543015,-65.17284996914647,-53.00140216230495,-118.17425213145142,-50.82651793257954,-67.1297274461991,-117.95624537877865
272,23.854405349174478,2.886821394410073e+21,-120.21036899243738,-52.70940673906165,-117.94575168436519,-64.83576828524593,-52.60759072410385,-117.44335900934979,-50.57847609939435,-66.65101428974513,-117.22949038913949
273,23.9307723065706,2.893773166720982e+21,-119.47687680058982,-52.31776488756752,-117.18642515254807,-64.50045538285124,-52.21670538677062,-116.71716076962187,-50.3317187846689,-66.17570003818226,-116.50741882285115
274,24.007383743428562,2.900706882025929e+21,-118.74805727782301,-51.92903301646069,-116.43199228101416,-64.16690197961569,-51.82872440876717,-115.99562638838286,-50.086239271618226,-65.7037661182597,-115.79000538987792
275,24.084240442419407,2.90760732541559e+21,-118.02387960817674,-51.54318950398195,-115.68244536321181,-63.83509884222268,-51.44362621009991,-115.27872505232259,-49.84203087888853,-65.23520633889385,-115.07723721778237
276,24.161343188719815,2.9145130125628083e+21,-117.30431318464774,-51.16021288902611,-114.93772274672804,-63.50503678612728,-51.061389371118956,-114.56642615724624,-49.59908696037021,-64.76999593575037,-114.36908289612057
277,24.23869277002011,2.921374084173779e+21,-116.5893276077413,-50.78008186994857,-114.19780901845955,-63.17670667529657,-50.681992631326985,-113.85869930662355,-49.35740090500981,-64.3080915712441,-113.66549247625392
278,24.31628997653233,2.9282274381015516e+21,-115.87889268403285,-50.402775303380096,-113.46267335219987,-62.85009942195521,-50.30541488819638,-113.15551431015159,-49.11696613662892,-63.8494808632079,-112.96644699983682
279,24.39413560099826,2.9350717123499613e+21,-115.17297842474017,-50.02827220305148,-112.73228492174248,-62.5252059863284,-49.931635195995895,-112.4568411823243,-48.877776113735514,-63.394139047307384,-112.2719151610429
280,24.472230438697544,2.941871950787271e+21,-114.47155504430462,-49.656551738625616,-112.00658978122598,-62.20201737639147,-49.56063276462539,-111.76265014101685,-48.639824329343405,-62.94204135920819,-111.5818656885516
281,24.550575287455853,2.948676174291187e+21,-113.77459295898315,-49.287593234539045,-111.28559563720201,-61.88052464761394,-49.192386958459245,-111.07291160607318,-48.403104310789814,-62.49316922565955,-110.89627353644937
282,24.62917094765296,2.955444960366962e+21,-113.08206278545045,-48.92137616885231,-110.56927166346405,-61.56071890271042,-48.82687729519922,-110.38759619790963,-48.167609619551975,-62.04751645557787,-110.21512607512985
283,24.708018222230958,2.9621949938651753e+21,-112.39393533941035,-48.55788017210811,-109.85754850104746,-61.242591291392785,-48.46408344473461,-109.7066747361274,-47.93333385107091,-61.605021138127256,-109.53835498919817
284,24.787117916702503,2.968944633285425e+21,-111.71018163421705,-48.1970850261983,-109.15043385650387,-60.926133010117915,-48.10398522801156,-109.03011823812948,-47.700270634568064,-61.1656832733077,-108.86595390787576
285,24.866470839158954,2.9756397015246077e+21,-111.03077287950661,-47.83897066323972,-108.44788149052353,-60.611335301843134,-47.74656261591099,-108.35789791775412,-47.468413632868405,-60.729478096784845,-108.19789172965325
286,24.946077800278683,2.982337705336338e+21,-110.35568047983755,-47.48351716445766,-107.7498605768999,-60.2981894557819,-47.39179572813421,-107.68998518391612,-47.23775654222525,-60.29637465314074,-107.53413119536599
287,25.025939613335385,2.9890089215111295e+21,-109.68487603334103,-47.13070475907797,-107.05632487632325,-59.98668680715644,-47.03966483209723,-107.02635163925368,-47.00829309213927,-59.86637913345897,-106.87467222559823
288,25.106057094206314,2.995650573335221e+21,-109.01833133038116,-46.78051382322756,-106.36728980189682,-59.676818736955845,-46.69015034183347,-106.36696907878931,-46.780017045186156,-59.43944200907082,-106.21945905425697
289,25.186431061380663,3.002294617247454e+21,-108.35601835222418,-46.43292487884275,-105.68269370120758,-59.36857667169623,-46.34323281690394,-105.71180948860018,-46.55292219684206,-59.01554470672551,-105.56846690356757
290,25.267062335967914,3.0088853712933e+21,-107.69790926971707,-46.08791859258605,-105.00252886770393,-59.06195208317665,-45.99889296131635,-105.06084504449299,-46.32700237530765,-58.59466865317227,-104.92167102847992
291,25.34795174170626,3.015471770259944e+21,-107.04397644197522,-45.745475774770405,-104.32674135552446,-58.75693648824305,-45.6571116224514,-104.41404811069445,-46.10225144133767,-58.17679527516034,-104.27904671649802
292,25.429100104970946,3.022040225912544e+21,-106.39419241508055,-45.40557737829244,-103.65532345811755,-58.45352144854838,-45.31786978999798,-103.77139123854636,-45.87866328806727,-57.76189361727176,-103.64055690533903
293,25.510508254782806,3.0285684094911303e+21,-105.74852992078708,-45.06820449757246,-102.98822893617344,-58.151698570316604,-44.981148594895316,-103.13284716521193,-45.65623184084195,-57.349976061673715,-103.00620790251565
294,25.59217702281664,3.035097579489114e+21,-105.10696187523699,-44.73333836750333,-102.3254500831405,-57.85145950410781,-44.646929308283894,-102.49838881239171,-45.43495105704804,-56.9409745064467,-102.37592556349475
295,25.674107243409768,3.0415824447698806e+21,-104.469461377685,-44.400960362406536,-101.66692524660571,-57.552795944583316,-44.31519334046341,-101.86798928504672,-45.21481492594175,-56.53488895159073,-101.74970387753248
296,25.75629975357053,3.048052156091752e+21,-103.83600170923208,-44.0710519949962,-101.0126621331207,-57.255699630272375,-43.98592223985893,-101.2416218701313,-44.995817468483324,-56.13170082385503,-101.12751829233835
297,25.838755392986883,3.0545123592349533e+21,-103.20655633156748,-43.74359491535072,-100.3626376230306,-56.960162343341715,-43.65909769199443,-100.61926003533614,-44.777952737166856,-55.73138535890523,-100.50933809607209
298,25.921475004034885,3.0609216234598155e+21,-102.58109888572069,-43.41857090989247,-99.716797770474,-56.666175909363545,-43.33470151847452,-100.00087742783806,-44.56121481585681,-55.333930174574164,-99.89514499043096
299,26.004459431787414,3.067330738290719e+21,-101.95960319082113,-43.09596190037424,-99.07512716234766,-56.37373219708804,-43.01271567597277,-99.3864478730608,-44.34559781962003,-54.93931669761104,-99.28491451723107
300,26.08770952402271,3.073704220971769e+21,-101.34204324286723,-42.7757499428741,-98.43760267899668,-56.08282311821273,-42.693122255228594,-98.77594537344132,-44.131095894561476,-54.54750159043075,-98.67859748499222
301,26.171226131233073,3.0800516603339185e+21,-100.72839321350384,-42.45791722679715,-97.80418578766296,-55.79344062715868,-42.375903480050944,-98.16934410720962,-43.91770321766171,-54.15848485303328,-98.076188070695
302,26.25501010663355,3.0863978483381316e+21,-100.11862744880838,-42.142446073884976,-97.17485336869159,-55.505576720842946,-42.06104170632952,-97.56661842717247,-43.70541399661214,-53.77224172108427,-97.47765571769641
303,26.33906230617068,3.092682830058693e+21,-99.5127204680854,-41.82931893723214,-96.54959000897931,-55.21922343845435,-41.748519421053366,-96.96774285950772,-43.49422246965471,-53.38875362133295,-96.88297609098765
304,26.42338358853116,3.098966325224597e+21,-98.91064696266979,-41.51851840031063,-95.92835717576801,-54.934372861230635,-41.438319241337,-96.37269210256764,-43.28412290541875,-53.00801436269573,-96.29213726811449
305,26.50797481515073,3.105222536473241e+21,-98.3123817947384,-41.21002717600048,-95.31113945595442,-54.651017112236175,-41.13042391345316,-95.78144102568933,-43.0751096027617,-52.62997441650389,-95.7050840192656
306,26.592836850222863,3.1114422492677234e+21,-97.71789999613001,-40.903828105628946,-94.69789061022878,-54.36914835614096,-40.82481631187358,-95.19396466801454,-42.86717689060902,-52.25462759167383,-95.12180448228284
307,26.67797056070765,3.117659653542227e+21,-97.1271767671734,-40.599904158015654,-94.08861834514272,-54.08875879900093,-40.52147943831617,-94.6102382373171,-42.66031912779635,-51.881958410496594,-94.54227753829295
308,26.76337681634064,3.123823862161868e+21,-96.5401874755239,-40.29823842852555,-93.48326871483485,-53.80984068804059,-40.22039642079962,-94.0302371088402,-42.45453070291079,-51.51194520417959,-93.96647590709037
309,26.84905648964178,3.129976055887126e+21,-95.95690765500763,-39.998814138128324,-92.88181089309866,-53.53238631143233,-39.92155051270481,-93.45393682413714,-42.249806034133165,-51.14456939947207,-93.39437543360523
310,26.935010455924232,3.136109366438596e+21,-95.37731300447528,-39.7016146324655,-92.28425258648578,-53.2563879980846,-39.62492509184368,-92.88131308992828,-42.046139569084815,-50.779827900832224,-92.82596746991703
311,27.021239593303374,3.1421955557043827e+21,-94.80137938666195,-39.406623380923996,-91.69052443603155,-52.981838117422996,-39.33050365953441,-92.3123417769574,-41.84352578466767,-50.41767427513313,-92.2612000598008
312,27.1077447827058,3.148278190065073e+21,-94.22908282705629,-39.11382397571645,-91.10064185483925,-52.708729079178134,-39.0382698396837,-91.74699891886183,-41.64195918691343,-50.058105426832995,-91.70006461374643
313,27.19452690787824,3.154316121669861e+21,-93.66039951277736,-38.82320013096891,-90.51457401670235,-52.437053333172926,-38.74820737787622,-91.18526071104915,-41.4414343108291,-49.701099687139255,-91.14253399796836
314,27.28158685539665,3.160331272693074e+21,-93.09530579145972,-38.53473568181481,-89.93228238886275,-52.1668033691106,-38.46030014047023,-90.62710350958083,-41.24194572024184,-49.34663538725933,-90.58858110750117
315,27.368925514675233,3.1663357733072027e+21,-92.53377817014504,-38.24841458349596,-89.35375155821714,-51.89797171636259,-38.174532113700316,-90.07250383006291,-41.04348800764948,-48.99470324056785,-90.03819124821733
316,27.456543777975583,3.17228261135833e+21,-91.97579331418306,-37.96422091046988,-88.77895069855906,-51.630550943762245,-37.890887402786575,-89.52143834654882,-40.84605579406844,-48.64528776935583,-89.49134356342427
317,27.5444425404157,3.17822451359007e+21,-91.42132804613983,-37.68213885552445,-88.20784898368197,-51.36453365939282,-37.60935023105086,-88.97388389044369,-40.64964372888195,-48.29836730483071,-88.94801103371266
318,27.632622699979272,3.1841302462078397e+21,-90.87035934471263,-37.40215272889816,-87.64044641358588,-51.099912510383774,-37.32990493903873,-88.4298174494225,-40.45424648969245,-47.953904700490945,-88.40815119018339
319,27.7210851575247,3.190002434653356e+21,-90.32286434365389,-37.124246957407856,-87.07668133585778,-50.83668018270177,-37.05253598364897,-87.88921616635074,-40.25985878217067,-47.611899956336536,-87.8717587385072
320,27.80983081679441,3.195869079027931e+21,-89.77882033070223,-36.84840608358234,-86.51657687015256,-50.5748294009464,-36.77722793726874,-87.35205733821513,-40.06647533990884,-47.2723375946585,-87.33881293456734
321,27.898860584424018,3.2016737785150025e+21,-89.23820474652022,-36.574614764802675,-85.9600790706088,-50.31435292814736,-36.503965486915625,-86.81831841506298,-39.87409092427309,-46.93520523328967,-86.80929615756276
322,27.98817536995168,3.2074692179525863e+21,-88.70099518364059,-36.30285777244859,-85.40717252412328,-50.05524356556015,-36.232733433385775,-86.28797699894592,-39.68270032425594,-46.6004626301867,-86.28316295444264
323,28.077776085827264,3.2132364084190716e+21,-88.16716938541992,-36.03311999105188,-84.85782640448947,-49.797494152464715,-35.963516690408674,-85.76101084287339,-39.49229835633175,-46.26811288089139,-85.76041123722314
324,28.167663647421783,3.2189599261085097e+21,-87.63670524499835,-35.765386417455254,-84.31203300515574,-49.54109756596478,-35.69630028380784,-85.23739784977262,-39.30287986431095,-45.93813122106937,-85.24101108538032
325,28.257838973036673,3.224676399398306e+21,-87.109580804268,-35.499642159978,-83.7697614999156,-49.28604672078828,-35.43106935066807,-84.71711607145635,-39.11443971919629,-45.610499077469875,-84.72493879666617
326,28.348302983913197,3.230339160336919e+21,-86.58577425284845,-35.23587243758778,-83.23096564945926,-49.03233456908787,-35.1678091385088,-84.20014370759668,-38.926972819038106,-45.2852164500929,-84.21218926913102
327,28.439056604241856,3.235982141057365e+21,-86.06526392706836,-34.97406257907837,-82.69566086689001,-48.77995410024498,-34.90650500446337,-83.68645910470835,-38.74047408879376,-44.96224000135333,-83.70271409014708
328,28.530100761171873,3.2416050880445363e+21,-85.54802830895532,-34.714198022253555,-82.16381632600132,-48.528898340670835,-34.64714241446463,-83.17604075513546,-38.55493848018277,-44.641569731251145,-83.19650821143392
329,28.621436384820562,3.247173777786305e+21,-85.03404602523281,-34.45626431311747,-81.63540120058668,-48.27916035361395,-34.38970694243671,-82.66886729605066,-38.3703609715498,-44.32318087545199,-82.6935418470018
330,28.713064408282964,3.2527340214049115e+21,-84.52329584632278,-34.20024710507018,-81.11039237099122,-48.03073323896263,-34.1341842694923,-82.16491750845493,-38.186736567718654,-44.00706724287228,-82.19380381059094
331,28.804985767641256,3.258248892718992e+21,-84.01575668535747,-33.946132158110174,-80.58877442411168,-47.783610133054424,-33.880560183136545,-81.66417031619096,-38.00406029985815,-43.693204069177646,-81.69726436903579
332,28.89720140197439,3.263733400487069e+21,-83.5114075971962,-33.69390533804209,-80.07050882718991,-47.537784208480524,-33.628820576476336,-81.16660478495686,-37.822327225337865,-43.3815913543681,-81.20391857970597
333,28.989712253367635,3.269205747507727e+21,-83.01022777745011,-33.443552615690535,-79.55560328677757,-47.29324867389745,-33.37895144743573,-80.67220012133319,-37.6415324275942,-43.07218885640029,-80.71372128399449
334,29.082519266922294,3.274613671642273e+21,-82.51219656151311,-33.19506006611976,-79.04398844390998,-47.049996773834536,-33.130938897977074,-80.18093567181161,-37.46167101599074,-42.764993479732425,-80.22666449572316
335,29.17562339076524,3.2800116990471407e+21,-82.01729342360053,-32.94841386785925,-78.5357028313453,-46.80802178850602,-32.88476913332802,-79.69279092183405,-37.28273812568145,-42.45999284219733,-79.74273096787877
336,29.26902557605866,3.285372658099745e+21,-81.52549797579366,-32.703600302134895,-78.0306847966705,-46.56731703362108,-32.64042846121437,-79.20774549483545,-37.10472891747519,-42.15716217946064,-79.26189109693584
337,29.36272677700981,3.290692662700316e+21,-81.03678996709074,-32.46060575210589,-77.5289343398856,-46.32787586019797,-32.397903291098196,-78.72577915129617,-36.92763857769987,-41.856492204896966,-78.78413078259683
338,29.456727950880694,3.296002009639328e+21,-80.55114928246633,-32.21941670210741,-77.03041292823244,-46.089691654376566,-32.15718013342218,-78.24687178779874,-36.75146231806833,-41.55797672742273,-78.30943904549105
339,29.551030057997874,3.3012493512834736e+21,-80.06855594193497,-31.980019736898807,-76.53510514860778,-45.85275783723406,-31.91824559885924,-77.7710034360933,-36.5761953755438,-41.261578600536374,-77.83777397608017
340,29.64563406176227,3.3064792791556156e+21,-79.58899009962313,-31.742401540917534,-76.04299558790836,-45.61706786459894,-31.68108639756779,-77.29815426216672,-36.4018330122078,-40.967291633154325,-77.36912464536212
341,29.740540928659055,3.3116798459573714e+21,-79.11243204284679,-31.50654889753833,-75.5540611264793,-45.382615226869284,-31.445689338452393,-76.82830456532167,-36.22837051512533,-40.67510653865118,-76.9034770537765
342,29.835751628267424,3.3168295126677397e+21,-78.63886219119607,-31.272448688338326,-75.06825552501084,-45.14939344882883,-31.212041328430413,-76.36143477725925,-36.05580319621576,-40.38500474377618,-76.44080793999194
343,29.93126713327063,3.3219669472011176e+21,-78.16826109562527,-31.04008789236711,-74.58560960970948,-44.91739608946695,-30.98012937170331,-75.89752546117026,-35.88412639212019,-40.09698005744573,-75.98110644956591
344,30.0270884194658,3.3270506778310654e+21,-77.70060943755077,-30.809453585422784,-74.10606943471385,-44.68661674179611,-30.749940569034205,-75.43655731083031,-35.71333546407077,-39.81099842870008,-75.52433389277084
345,30.12321646577397,3.332106359292118e+21,-77.23588802795423,-30.580532939332937,-73.6296272934723,-44.4570490326746,-30.521462117030143,-74.97851114970474,-35.54342579776239,-39.52705985753924,-75.07048565530164
346,30.219652254250065,3.3371407291748005e+21,-76.7740778064918,-30.35331322124107,-73.15626006632996,-44.228686622626356,-30.2946813074301,-74.52336793005645,-35.374392803222236,-39.24513957962884,-74.61953238285108
347,30.31639677009297,3.342113773938953e+21,-76.31515984061068,-30.127781792898496,-72.68594463363195,-44.001523205662956,-30.069585526397983,-74.07110873206094,-35.206231914681865,-38.96523449942709,-74.17146641410895
348,30.41345100165552,3.347073508183254e+21,-75.8591153246709,-29.903926109961393,-72.21868099537826,-43.77555250910877,-29.84616225382123,-73.62171476293,-35.03893859044993,-38.68733223476681,-73.72627082521674
349,30.510815940454687,3.35198736363188e+21,-75.40592557907367,-29.681733721292904,-71.75439979260427,-43.55076829342317,-29.624399062614216,-73.17516735603738,-34.872508312784035,-38.411408021313626,-73.28391633409765
350,30.608492581181626,3.356863007396986e+21,-74.95557204939584,-29.461192268270796,-71.29310873186158,-43.32716435202645,-29.404283618027208,-72.73144797005367,-34.70693658776651,-38.13744638135858,-72.84438296912509
351,30.70648192171188,3.361724430435516e+21,-74.50803630553033,-29.242289484099985,-70.83480010659858,-43.10473451112562,-29.185803676960248,-72.29053818808586,-34.54221894517575,-37.86543802827627,-72.40765697345202
352,30.80478496311557,3.366515760447865e+21,-74.06330004083263,-29.025013193130206,-70.37946621026363,-42.88347262954255,-28.96894708728212,-71.85241971682467,-34.37835093836457,-37.59537057989953,-71.9737215182641
353,30.903402709667642,3.37129178182808e+21,-73.62134507127293,-28.809351310178734,-69.92705309699534,-42.663372598539624,-28.75370178715446,-71.41707438569408,-34.21532814413281,-37.32722546297759,-71.54255360711039
354,31.00233616885807,3.376029734755045e+21,-73.18215333459497,-28.595291839858373,-69.47756076679373,-42.44442834165088,-28.540055804360907,-70.98448414601178,-34.05314616260568,-37.060993390885045,-71.11413955349073
355,31.101586351402226,3.380719586502347e+21,-72.74570688947992,-28.382822875910055,-69.03095839345227,-42.226633814509725,-28.3279972556411,-70.55463107015083,-33.89180061710962,-36.796665076996526,-70.68846569410614
356,31.201154271251127,3.3853935787962165e+21,-72.31198791471658,-28.171932600540735,-68.58724597697098,-42.009983004680436,-28.117514346029807,-70.12749735071024,-33.73128715405085,-36.534218852519466,-70.26550600657032
357,31.301040945601837,3.3900057462057945e+21,-71.88097870837755,-27.96260928376606,-68.14637727804006,-41.794469931490596,-27.90859536820087,-69.70306529969147,-33.57160144279267,-36.27366090853745,-69.84526235133012
358,31.40124739490785,3.394592275282111e+21,-71.45266168700067,-27.754841282757905,-67.70836000321118,-41.5800886458613,-27.701228701816014,-69.28131734767732,-33.41273917553474,-36.014941716381756,-69.4276808919165
359,31.50177464288955,3.399148330423924e+21,-71.02701938477614,-27.548617041196618,-67.27317873938108,-41.36683323014246,-27.49540281287835,-68.86223604302081,-33.2546960671935,-35.75807056267777,-69.01276662987127
360,31.602623716544596,3.403646531881933e+21,-70.60403445274042,-27.343925088628637,-66.8407949537916,-41.15469779794528,-27.291106253091158,-68.44580405103645,-33.097467855280236,-35.50302577863293,-68.60049363391317
361,31.70379564615845,3.4081277249950534e+21,-70.18368965797418,-27.14075403982813,-66.41120093989113,-40.9436764939793,-27.088327659220866,-68.03200415320016,-32.94105029978454,-35.24980426870544,-68.19085456848998
362,31.805291465314966,3.4125545216233256e+21,-69.76596788280688,-26.939092594163814,-65.98437357802479,-40.73376349388582,-26.88705575246504,-67.62081924635086,-32.78543918305337,-34.998387459644526,-67.7838266426979
363,31.907112210906824,3.4169460086967186e+21,-69.35085212402699,-26.73892953497056,-65.56031286819257,-40.52495300407688,-26.687279337825192,-67.21223234190207,-32.63063030967517,-34.74878154253378,-67.37941185220895
364,32.00925892314622,3.42131451898904e+21,-68.93832549209694,-26.54025372892532,-65.13897257108471,-40.317239261571515,-26.488987303483935,-66.80622656505545,-32.47661950636071,-34.500936988704474,-66.97755649506519
365,32.111732645575444,3.4256154497726446e+21,-68.5283712103744,-26.343054125428026,-64.72033727359796,-40.11061653383511,-26.292168620187063,-66.40278515402218,-32.32340262182758,-34.25485998924021,-66.5782626110678
366,32.21453442507759,3.4298980573490514e+21,-68.1209726143383,-26.14731975598674,-64.30441468228395,-39.90507911861823,-26.096812340629914,-66.00189145924814,-32.17097552668439,-34.01053816197379,-66.18151368865819
367,32.31766531188718,3.4341341145562454e+21,-67.71611315082097,-25.95303973360782,-63.89117397093616,-39.70062134379646,-25.902907598848678,-65.60352894264514,-32.01933411331396,-33.767956029196256,-65.78729014251022
368,32.42112635960099,3.438324889171699e+21,-67.313776377245,-25.760203252190163,-63.48059587317553,-39.49723756721262,-25.71044360961584,-65.20768117682846,-31.86847429575976,-33.52710739982401,-65.39558169558377
369,32.524918625188704,3.442496417274503e+21,-66.91394596086568,-25.56879958592429,-63.072668829174624,-39.29492217651761,-25.519409667840396,-64.81433184435801,-31.71839200961085,-33.28797370060628,-65.00636571021712
370,32.62904316900377,3.4465982069841293e+21,-66.51660567801919,-25.378818088695745,-62.66736586600274,-39.093669589013416,-25.329795147972444,-64.42346473698586,-31.56908321188913,-33.05054564491768,-64.61962885680681
371,32.73350105479424,3.450676827969229e+21,-66.12173941337495,-25.190248193492884,-62.26469083693569,-38.893474251497175,-25.141589503412074,-64.03506375490925,-31.420543880935142,-32.81481394613283,-64.23535782706797
372,32.83829334971365,3.4547164541485533e+21,-65.72933115919433,-25.003079411819087,-61.86459750266372,-38.69433064010468,-24.954782265922784,-63.64911290602747,-31.27277001629729,-32.580760031000956,-63.85353004729825
