,freqs,ampl_over_asd,phi_inj,phi_ppe_map,phi_npe_map,phi_ppe_post_gr,phi_ppe_post_mod,phi_ppe_post,phi_npe_post_gr,phi_npe_post_mod,phi_npe_post
37,11.25538704345482,8.940745067200376e+20,-529.2665227140832,-304.1168641219724,-539.5765549623578,-221.02871572048434,-303.52941741934404,-524.5581331398284,-164.68889385953403,-358.2049278208549,-522.8938216803889
38,11.291419786683706,9.062127691922753e+20,-525.8462236928954,-301.85721258908796,-536.0911590972838,-219.8727537846306,-301.274130737603,-521.1468845222336,-163.84738507533845,-355.65115536851846,-519.4985404438569
39,11.327567884327289,9.182220114677027e+20,-522.4487673292059,-299.6143507369232,-532.628328015374,-218.7228727360878,-299.03560130483015,-517.7584740409179,-163.01027871275915,-353.11551040893454,-516.1257891216937
40,11.363831705678594,9.299768704942191e+20,-519.073997075199,-297.3881538146601,-529.1878151069762,-217.5790405002645,-296.813704611182,-514.3927451114465,-162.17755158888042,-350.5979434134343,-512.7754950023148
41,11.400211621212916,9.416410889257952e+20,-515.7217574777628,-295.1784979984031,-525.7696820245035,-216.44122517220268,-294.6083170719471,-511.0495422441498,-161.3491806433214,-348.09840485334905,-509.44758549667046
42,11.436708002591553,9.531319212757773e+20,-512.3918941707178,-292.9852603842962,-522.3736205058908,-215.3093950156829,-292.41931602067666,-507.7287110363595,-160.525142937587,-345.61657279233214,-506.14171572991916
43,11.473321222665641,9.644712879936472e+20,-509.084253867094,-290.8083189816836,-518.999507246312,-214.1835184623293,-290.24657970235796,-504.43009816468725,-159.70541565442332,-343.1524967590522,-502.85791241347556
44,11.510051655479964,9.757393631210161e+20,-505.79868435146705,-288.6475527063254,-515.6471881147346,-213.06356411072807,-288.0899872666429,-501.15355137737095,-158.88997609718044,-340.7060281675032,-499.59600426468364
45,11.546899676276752,9.867969912865212e+20,-502.53503447235244,-286.502841373663,-512.3167247635716,-211.94950072553013,-285.94941876112716,-497.8989194866573,-158.0788016891652,-338.27694413867573,-496.3557458278409
46,11.583865661499521,9.977899697290471e+20,-499.29315413464917,-284.3740656921344,-509.00771645213854,-210.84129723657892,-283.8247551246782,-494.66605236125713,-157.27186997301428,-335.8651703795668,-493.13704035258104
47,11.620949988796948,1.0086742881754348e+21,-496.0728942921419,-282.2611072565378,-505.7201015280222,-209.7389227380412,-281.71587818081116,-491.45480091885236,-156.46915861005567,-333.4706325971733,-489.93979120722895
48,11.658153037026688,1.0194236989353797e+21,-492.8741069400536,-280.163848541447,-502.45372586019016,-208.64234648752432,-279.62267063111796,-488.2650171186423,-155.6706453796867,-331.093107912486,-486.76375329217274
49,11.695475186259257,1.030128255068881e+21,-489.69664510765614,-278.08217289467507,-499.2085277962293,-207.55153790522095,-277.54501604874235,-485.0965539539633,-154.87630817874333,-328.7325715611705,-483.60887973991385
50,11.732916817781945,1.0406870468521932e+21,-486.54036285092633,-276.01596453078366,-495.9843532051072,-206.46646657304615,-275.48279887190284,-481.949265444949,-154.0861250208833,-326.38882542855197,-480.47495044943525
51,11.770478314102665,1.0511843638946799e+21,-483.4051152452646,-273.9651085246453,-492.7810171295847,-205.3871022337757,-273.4359043974666,-478.82300663124227,-153.3000740359623,-324.0617952216273,-477.36186925758955
52,11.808160058953879,1.0616211416320743e+21,-480.2907583782589,-271.92949080505,-489.59833461242283,-204.31341479019795,-271.4042187745692,-475.71763356476714,-152.51813346942455,-321.7514314117277,-474.2695648811523
53,11.84596243729655,1.0719340667605051e+21,-477.19714934250055,-269.90899814835984,-486.436336479828,-203.245374304267,-269.3876289982809,-472.6330033025479,-151.74028168168195,-319.457436826841,-471.19771850852294
54,11.883885835324016,1.0822216902109584e+21,-474.12414622845785,-267.903518172213,-483.29477612214833,-202.18295099626388,-267.38602290332295,-469.5689738995868,-150.96649714752166,-317.17983623130135,-468.146333378823
