,z_theta,index_0,index_1_rel,coeff_0,coeff_1_rel
0,0.0,-8.771040665400859,2.42177318649966,2.5235893620736485e-05,-1.5402072002636458
1,0.006283185307179587,-8.728191523280843,2.4122109585742333,2.4703316833561327e-05,-1.51295597508411
2,0.012566370614359173,-8.684824907203547,2.4025348672832294,2.4443716425239293e-05,-1.4657893025524562
3,0.01884955592153876,-8.641066846049695,2.392763264306284,2.4353458679076e-05,-1.4065780668976182
4,0.025132741228718346,-8.597043365348927,2.382927815237279,2.4402571495252148e-05,-1.3479361128225218
5,0.031415926535897934,-8.552768598413824,2.3730393548229305,2.5136967558880694e-05,-1.2902466074369427
6,0.03769911184307752,-8.50829309781559,2.363101654736581,2.6069961207280956e-05,-1.2307151815250523
7,0.04398229715025711,-8.46355145049218,2.353097429390787,2.713707772937695e-05,-1.1715704580470019
8,0.05026548245743669,-8.418282159333426,2.342960829620404,2.833248034201627e-05,-1.1132031943837264
9,0.05654866776461628,-8.372780534369346,2.3327758321483207,3.0132365797157598e-05,-1.0554376416026678
10,0.06283185307179587,-8.327078891804462,2.3225433921602097,3.227279740895953e-05,-0.9969523972249312
11,0.06911503837897545,-8.28096336310825,2.312213247953328,3.4881271846393764e-05,-0.9296848599438935
12,0.07539822368615504,-8.233983101110361,2.3016806972026753,3.84406698170636e-05,-0.8640246262642576
13,0.08168140899333462,-8.186818206508375,2.291102672442583,4.2342967053342646e-05,-0.8044863745352048
14,0.08796459430051422,-8.13944138175755,2.2804770746886174,4.6678233889933154e-05,-0.7453545898956377
15,0.0942477796076938,-8.091874662683296,2.269806063783461,5.199722281570374e-05,-0.6863417112008727
16,0.10053096491487339,-8.044129028241967,2.259090846462736,5.8397104978269794e-05,-0.6293442483043984
17,0.10681415022205297,-7.996248962997906,2.2483437664712973,6.587187067990081e-05,-0.5753146033545564
18,0.11309733552923255,-7.948245837579807,2.237564512328567,7.459019454159087e-05,-0.5227244218675804
19,0.11938052083641215,-7.900115410648743,2.2267692530501577,8.470489748478787e-05,-0.47054837521460724
20,0.12566370614359174,-7.851878351088528,2.2160568182067077,9.661009545725657e-05,-0.42459834844549077
21,0.13194689145077132,-7.80346042208026,2.205322634136805,0.00010981758343530892,-0.380289438950561
22,0.1382300767579509,-7.754860621626152,2.194554922887802,0.00012468342292137958,-0.3366470987795286
23,0.1445132620651305,-7.705959212999022,2.183711158962484,0.00014140341773116754,-0.29413750888618717
24,0.15079644737231007,-7.657524640280995,2.1729825281318096,0.0001606631786058236,-0.2558605611608837
25,0.15707963267948966,-7.609045690819582,2.162244305082579,0.00018243832400586802,-0.2180888984550443
26,0.16336281798666924,-7.560506639919707,2.1515096035052252,0.00020678638743384324,-0.17935971520356778
27,0.16964600329384885,-7.5125816114969535,2.140962467963794,0.00023353965257787916,-0.14193987815961934
28,0.17592918860102844,-7.464571277536412,2.130395888312494,0.00026354111253317777,-0.10863365059109902
29,0.18221237390820802,-7.4164687419180115,2.119806640131559,0.0002957784095860173,-0.0785439320873816
30,0.1884955592153876,-7.36824510075855,2.109188936151498,0.0003313346601879997,-0.050665312193644826
31,0.1947787445225672,-7.319929485663522,2.098551795889154,0.00037065658272390165,-0.024536549511251518
32,0.20106192982974677,-7.271474878316696,2.0878801852941447,0.0004142716638755814,-0.002843210973499743
33,0.20734511513692636,-7.222914775522015,2.0771820462473682,0.00046375368115449605,0.017214489095717943
34,0.21362830044410594,-7.174330051400948,2.0664855678693588,0.0005197876208004314,0.03406255537087228
35,0.21991148575128552,-7.125664001470198,2.055819764520395,0.0005820841405492518,0.04490384280776698
36,0.2261946710584651,-7.077316879651037,2.0452453792528544,0.000647463830391244,0.05316474501797058
37,0.2324778563656447,-7.033922475745413,2.0358661299988965,0.0007095255435595651,0.010548347915079965
38,0.2387610416728243,-6.995930894388918,2.0278135153119967,0.0007665143538588824,-0.15575372305864538
39,0.2450442269800039,-6.95783221437935,2.0197344328298668,0.0008279228164081892,-0.31607030330548447
40,0.25132741228718347,-6.917621832660371,2.0114433551065005,0.0008980052274330886,-0.3773185964382908
41,0.25761059759436306,-6.874797125768017,2.0029162615145433,0.0009780949725555642,-0.3125624739111319
42,0.26389378290154264,-6.831228257910502,1.9942281849658121,0.0010653645159634374,-0.24460134857204055
43,0.2701769682087222,-6.787214427012185,1.9854421992843454,0.0011601389403487262,-0.17754371296338176
44,0.2764601535159018,-6.743102554475602,1.9766325032033913,0.0012641001491048357,-0.1119122519213143
45,0.2827433388230814,-6.698894381761953,1.9677994445146725,0.0013779074767206615,-0.047720802438599684
46,0.289026524130261,-6.654533509751394,1.958949150133825,0.001501604448478353,0.016568921671119348
47,0.29530970943744056,-6.610061566424744,1.9501042840931175,0.0016372918926002725,0.0838567666590595
48,0.30159289474462014,-6.565114285996973,1.9411506057962509,0.0017855919010745938,0.15271902467843115
49,0.3078760800517997,-6.519741434106549,1.932102740424373,0.0019500634675661322,0.2211140980783768
50,0.3141592653589793,-6.474276851810116,1.9230325175997018,0.0021309914610895303,0.2880458111752282
51,0.3204424506661589,-6.428730099099202,1.913941875596545,0.002329324014849956,0.3532214607888252
52,0.3267256359733385,-6.382885443375367,1.9047845682457103,0.002545491571037719,0.41661823294434247
53,0.33300882128051806,-6.33730589394694,1.8957203253375052,0.0027790352748344395,0.4779516396400515
54,0.3392920065876977,-6.291605863455187,1.8866633932529675,0.0030325374921204235,0.5383732315739
55,0.3455751918948773,-6.245016829578782,1.8774418939679585,0.0033298637268955244,0.5998965978002317
56,0.35185837720205687,-6.198331507138586,1.868195910998998,0.0036568705915622627,0.6620095567750726
57,0.35814156250923646,-6.151579923752504,1.858933126157364,0.00401534225136034,0.7250688561275138
58,0.36442474781641604,-6.1047639250929935,1.8496539051219427,0.004406232216332443,0.7873526984361042
59,0.3707079331235956,-6.057865031393474,1.840358060506457,0.004836574555848249,0.8477931448608471
60,0.3769911184307752,-6.0109299716709605,1.8310554189426114,0.005310105375559406,0.9065574062006142
61,0.3832743037379548,-5.9641230464352155,1.8217874083977499,0.005825962218053122,0.9638420991112978
62,0.3895574890451344,-5.917534008363389,1.812684760196646,0.006386066248263775,1.0186509097907182
63,0.39584067435231396,-5.870901666637227,1.8037273051502076,0.007001521518285972,1.0725966617782479
64,0.40212385965949354,-5.824326218298418,1.7947983677731436,0.007676705723356936,1.1251920264276147
65,0.4084070449666731,-5.777957759911151,1.7859188467365716,0.008412033986922189,1.1744429717861216
66,0.4146902302738527,-5.73188430157836,1.7771177335681534,0.009207262041191775,1.221360112110908
67,0.4209734155810323,-5.685962705649181,1.7683550934647219,0.010073577058222911,1.267630798830839
68,0.4272566008882119,-5.640675175046986,1.7597543226913595,0.011005278506597412,1.312310092083034
69,0.43353978619539146,-5.597027011124553,1.751517687900341,0.011979685835397097,1.3566546072127663
70,0.43982297150257105,-5.553797696753632,1.7433743147586265,0.01302890659187531,1.4007769267852601
71,0.44610615680975063,-5.510623494418943,1.7352416054336746,0.014183651719653169,1.4432900950320149
72,0.4523893421169302,-5.467420302794235,1.7271118588499377,0.015436781225049335,1.4845247024227244
73,0.4586725274241098,-5.424188491441583,1.7189774301705811,0.016851962699800663,1.5238894929823523
74,0.4649557127312894,-5.38102270420295,1.710859233440189,0.018448033186135984,1.5596932875187428
75,0.471238898038469,-5.338014553037606,1.702957491886988,0.020199420736109697,1.5949734882590967
76,0.4775220833456486,-5.294942474539982,1.6951210641516261,0.022092188826707167,1.6275104787612853
77,0.4838052686528282,-5.251783481262327,1.687302865431946,0.024141807318088914,1.6563639072753775
78,0.4900884539600078,-5.208731126054336,1.6795171393809536,0.026388072984024267,1.6751511921656528
79,0.49637163926718736,-5.1661190398428,1.6718385194587602,0.028760765699625924,1.689136924197681
80,0.5026548245743669,-5.124091712274815,1.6642795972041453,0.03127087806338789,1.6989819937603063
81,0.5089380098815465,-5.0855422230187335,1.6571454912522579,0.03383899653602403,1.444308776282788
82,0.5152211951887261,-5.050641631654324,1.6508116419549461,0.03631615577877815,0.838899852319336
83,0.5215043804959056,-5.0158061913685295,1.644499299066093,0.03895647447552158,0.24748899730965668
84,0.5277875658030853,-4.980947196808944,1.6381794747834122,0.041752796529716155,-0.328807467238645
85,0.5340707511102648,-4.946058038930875,1.6318764411394695,0.044833147747604316,-0.870057986094461
86,0.5403539364174444,-4.910116016928253,1.6255166979050006,0.04827890652620989,-1.2947014626243643
87,0.5466371217246241,-4.871594410711913,1.6188006584187833,0.0522276180554769,-1.5751408968770833
88,0.5529203070318036,-4.831976832040779,1.6119099235376608,0.056459183745842495,-1.5848709869587687
89,0.5592034923389833,-4.791528142628921,1.6048703401192248,0.06119908947174007,-1.5490986546303973
90,0.5654866776461628,-4.750893935445992,1.5978135046386384,0.06637347247632157,-1.5021833189363518
91,0.5717698629533424,-4.710246266855113,1.5907624435580394,0.07184301407707067,-1.4502408669622064
92,0.578053048260522,-4.669616232858979,1.5837673982516427,0.07755925061972406,-1.3922609726873443
93,0.5843362335677016,-4.628622510490841,1.576699004595234,0.08360682472829035,-1.3335078632494275
94,0.5906194188748811,-4.5871821467068425,1.569537209444806,0.08979820563000311,-1.2743632762516939
95,0.5969026041820608,-4.545752371635477,1.562375351932078,0.09641444469688397,-1.2161224568119187
96,0.6031857894892403,-4.503952930349025,1.5551860923724443,0.1039902852365702,-1.1581351633140375
97,0.6094689747964199,-4.462096586104799,1.547991844165081,0.11200854078948581,-1.094758622096626
98,0.6157521601035995,-4.4201575225819925,1.540800306943534,0.1207486816843964,-1.0279573781490572
99,0.6220353454107791,-4.3781759684662545,1.5336289408545878,0.1301757327956197,-0.9602018598464636
100,0.6283185307179586,-4.336265021979982,1.5264805656287184,0.14000128886343266,-0.8905874357393256
101,0.6346017160251383,-4.294372428068913,1.5193335356124034,0.149800973143417,-0.8194813934704586
102,0.6408849013323178,-4.252499840580922,1.5121881329581472,0.16026084731022963,-0.744871814209037
103,0.6471680866394974,-4.211015625269514,1.5051234308561967,0.17156925425900382,-0.6700405039430511
104,0.653451271946677,-4.169874311312858,1.4981430697759586,0.1832707831761131,-0.5969419559413249
105,0.6597344572538566,-4.1288144242808364,1.4911770802257602,0.19516256734105333,-0.5236449352967172
106,0.6660176425610361,-4.087919878411799,1.4842525921768437,0.20631372017521146,-0.4492815822975879
107,0.6723008278682158,-4.047125820472628,1.4773578900906084,0.21707696145386965,-0.3751593172420723
108,0.6785840131753954,-4.00620099650365,1.4704911457871286,0.23171178228157482,-0.3004369957728367
109,0.6848671984825749,-3.96529072699373,1.4636823572797395,0.2478009550159056,-0.22428625460526505
110,0.6911503837897546,-3.9247433316852236,1.457051425769539,0.2653933043226448,-0.1484626912481713
111,0.6974335690969341,-3.884158945395889,1.4504615204665883,0.28372455749045455,-0.06835697268315169
112,0.7037167544041137,-3.8436566531326832,1.44389821592988,0.30393960288539923,0.012596541625084706
113,0.7099999397112933,-3.8031625805986717,1.4373475976377876,0.32811503349874305,0.09263691398249185
114,0.7162831250184729,-3.7629914098422725,1.4308837184744285,0.35449094311667995,0.16957579909136836
115,0.7225663103256524,-3.7229164461262783,1.4244408759761975,0.3829108003490751,0.24772037375743483
116,0.7288494956328321,-3.682896147200919,1.418000928315529,0.41245948804989885,0.3260913236722505
117,0.7351326809400116,-3.6431212908841935,1.4116110949252971,0.4448875309576301,0.40404675214036845
118,0.7414158662471912,-3.6034510030699725,1.4052726307001375,0.4774029271707149,0.4817886415708242
119,0.7476990515543708,-3.563747427168123,1.3989552257985047,0.513057203633856,0.5576484476519817
120,0.7539822368615504,-3.524100410432288,1.3926465128104386,0.556141125919901,0.6320231645943943
121,0.7602654221687299,-3.484460797036398,1.3863523389376522,0.6021846152743362,0.7049940794133867
122,0.7665486074759096,-3.4447781947274416,1.3800672325921974,0.6674415264235389,0.7770181454999365
123,0.7728317927830891,-3.4053151629643756,1.373833100865757,0.7329785253380998,0.8482707037814015
124,0.7791149780902688,-3.3658902105514135,1.3676151692558944,0.7970714458162323,0.9171350534734829
125,0.7853981633974483,-3.3265776189187086,1.361418481004777,0.8781473044720409,0.9814089870755494
126,0.7916813487046279,-3.287388830609001,1.3552553766095252,0.9861285760537221,1.0437750604599991
127,0.7979645340118074,-3.248384821780381,1.349169372146588,1.1180627046474947,1.1013029414235258
128,0.8042477193189871,-3.209624214358855,1.3431437921295935,1.2675371327195202,1.1579704436573197
129,0.8105309046261667,-3.1712995899553307,1.3372354406185682,1.4303546081781533,1.2015378374329928
130,0.8168140899333463,-3.133214488672852,1.3314307556542886,1.6087305679069968,1.1196128015260896
131,0.8230972752405259,-3.096501005886384,1.3260597563686491,1.8002197782700144,0.8960166199034644
132,0.8293804605477054,-3.0725761630421036,1.3226174298993256,1.962089958770288,0.6703795556432022
133,0.8356636458548851,-3.054231074142881,1.320121196438796,2.1055767821654134,0.4830182703735655
134,0.8419468311620646,-3.03714068397248,1.317925310406386,2.245411089346512,0.3203294353972755
135,0.8482300164692442,-3.0201619887289493,1.3157166282717525,2.3363377188110377,0.1678503348999604
136,0.8545132017764238,-3.0032221714823604,1.3135103406294986,2.4327116644664506,0.01917224065436166
137,0.8607963870836034,-2.986321528872209,1.3113100402293953,2.515753399136071,-0.1227954482000993
138,0.8670795723907829,-2.969460728106928,1.3091158139355366,2.586777726245255,-0.2601654877513703
139,0.8733627576979626,-2.9526391696061105,1.3069306355492345,2.6267816600139664,-0.3928848103458847
140,0.8796459430051421,-2.9357558575251645,1.3047933590062566,2.6712027763412416,-0.5202945317131968
141,0.8859291283123217,-2.9175654170493632,1.302447030953335,2.732933585742603,-0.6503208684908014
142,0.8922123136195013,-2.8989917290505787,1.299989246707403,2.7921670961797855,-0.7734146842174285
143,0.8984954989266809,-2.880466531221736,1.2975396409813726,2.851107427904594,-0.83650077055456
144,0.9047786842338604,-2.8619905549059275,1.2950983104814826,2.8823597190186336,-0.748371897295136
145,0.9110618695410401,-2.843545385612493,1.292663563251095,2.8736657786675597,-0.3635787366670301
146,0.9173450548482196,-2.824565223229264,1.290182572883509,2.8212756771255982,0.3847297869793093
147,0.9236282401553992,-2.805636257248892,1.287705791038946,2.738843595020349,1.8513400464111918
148,0.9299114254625788,-2.7867594601861407,1.285223772374451,2.6362597654435014,3.870797364985771
149,0.9361946107697584,-2.7679352474832637,1.2827505877993335,2.4972054470283136,6.45125331691806
150,0.942477796076938,-2.749164362287949,1.2802863349506877,2.349220558961848,9.759510064896164
151,0.9487609813841176,-2.730447545642604,1.2778311111129967,2.1738835679279007,13.919828047252599
152,0.9550441666912972,-2.7117855364550993,1.2753850132142928,1.9845609351639037,19.342454149866512
153,0.9613273519984767,-2.6931770038295344,1.2729656073154125,1.7894059042904737,26.303732233414816
154,0.9676105373056564,-2.6744521516377393,1.2705703930453036,1.5713656406854588,35.62783819244541
155,0.9738937226128359,-2.6557494080558115,1.268177272343923,1.34047242661244,48.45879050245437
